NOME_CURSO,IES,UF,pergunta,categoria,enunciado,media,n,rank,ano,diffMediaAno,medPerguntaAno
Arquitetura e Urbanismo (1129147),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,4.92,49,18,2017,0.08,4.84
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,4.91,35,24,2017,-0.09,5.01
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.91,35,25,2017,-0.14,5.06
Engenharia de Alimentos (112294),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,4.91,45,15,2017,0.31,4.6
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.91,45,16,2017,0.08,4.83
Química (Licenciatura) (1152881),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,4.91,33,9,2017,0.34,4.56
Geografia (Licenciatura) (13407),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.91,43,13,2017,0.29,4.61
Pedagogia (Licenciatura) (13410),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.91,86,12,2017,0.45,4.46
Engenharia Elétrica (13438),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,4.91,158,27,2017,-0.24,5.15
Engenharia (13444),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,4.9,21,25,2017,-0.1,5.01
Geografia (Licenciatura) (13407),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.9,41,13,2017,0.44,4.46
Engenharia (118562),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,4.9,30,24,2017,-0.09,4.99
História (Licenciatura) (13405),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",4.9,69,22,2017,-0.02,4.92
Engenharia (13445),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,4.9,29,20,2017,0.02,4.88
Música (Licenciatura) (118630),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.89,19,14,2017,0.28,4.61
Engenharia Química (13441),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",4.89,66,29,2017,-0.25,5.15
História (Licenciatura) (13449),UFCG,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,4.89,75,35,2017,-0.52,5.42
Ciências Sociais (Licenciatura) (13436),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,4.89,18,25,2017,-0.1,4.99
Engenharia de Produção (1106578),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,4.89,18,29,2017,-0.41,5.29
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,4.89,54,19,2017,0.05,4.84
Engenharia (1106562),UFCG,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,4.89,18,20,2017,0.05,4.84
História (Licenciatura) (13405),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,4.89,72,18,2017,0.11,4.78
Geografia (Licenciatura) (120777),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.89,62,17,2017,0.06,4.83
Engenharia de Produção (1106578),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.88,26,26,2017,-0.17,5.06
Ciências Sociais (Licenciatura) (13436),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,4.88,17,20,2017,0.04,4.84
Engenharia Química (13441),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.88,67,27,2017,-0.18,5.06
Engenharia Elétrica (13438),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,4.88,159,20,2017,0.02,4.86
Química (Licenciatura) (1152881),UFCG,PB,67,Infraestrutura,"A instituição promoveu atividades de cultura, de lazer e de interação social.",4.88,33,5,2017,0.82,4.06
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,4.88,66,19,2017,0.1,4.78
Engenharia de Alimentos (112294),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.88,41,16,2017,0.17,4.71
Arquitetura e Urbanismo (1129147),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.88,49,15,2017,0.26,4.61
Arquitetura e Urbanismo (1129147),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",4.88,49,23,2017,-0.03,4.9
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",4.88,32,23,2017,-0.04,4.92
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",4.88,32,7,2017,0.81,4.07
Engenharia Ambiental (112282),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,4.88,48,26,2017,-0.13,5.01
Engenharia Civil (13439),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,4.88,88,26,2017,-0.11,4.99
Engenharia de Alimentos (118550),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",4.88,16,24,2017,-0.04,4.92
Engenharia de Produção (1106578),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,4.88,16,24,2017,-0.21,5.08
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,4.87,46,10,2017,0.3,4.56
Engenharia Química (13441),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,4.87,68,21,2017,0.01,4.86
Física (Licenciatura) (99810),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",4.87,15,30,2017,-0.28,5.15
Física (Licenciatura) (99810),UFCG,PB,62,Infraestrutura,Os equipamentos e materiais disponíveis para as aulas práticas foram adequados para a quantidade de estudantes.,4.87,15,4,2017,0.73,4.13
Letras-Português (Licenciatura) (1158116),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.87,30,14,2017,0.41,4.46
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.87,52,10,2017,0.22,4.64
Letras-Português (Licenciatura) (1160083),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,4.86,44,16,2017,0.26,4.6
Engenharia de Alimentos (112294),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,4.86,44,20,2017,0.08,4.78
Pedagogia (Licenciatura) (13410),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.86,88,11,2017,0.22,4.64
História (Licenciatura) (13405),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.86,73,19,2017,0.03,4.84
Pedagogia (Licenciatura) (13452),UFCG,PB,67,Infraestrutura,"A instituição promoveu atividades de cultura, de lazer e de interação social.",4.86,29,6,2017,0.81,4.06
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,4.86,35,17,2017,0.26,4.6
Arquitetura e Urbanismo (1129147),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",4.86,49,25,2017,-0.06,4.92
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,4.86,35,22,2017,-0,4.86
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,4.86,35,25,2017,-0.22,5.08
Engenharia (118562),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,4.86,21,30,2017,-0.44,5.29
Engenharia (13444),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.86,21,13,2017,0.16,4.7
Engenharia (13444),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,4.86,21,21,2017,0.02,4.84
Engenharia Florestal (13456),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,4.86,21,21,2017,0.07,4.78
Engenharia (1106561),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,4.85,27,27,2017,-0.14,4.99
Engenharia (1106561),UFCG,PB,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,4.85,27,8,2017,0.6,4.26
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.85,67,12,2017,0.21,4.64
Química (Licenciatura) (1152881),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.85,33,13,2017,0.21,4.64
Engenharia de Produção (1106578),UFCG,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,4.85,26,18,2017,0.24,4.6
Engenharia de Alimentos (112294),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,4.84,45,22,2017,0.01,4.84
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,4.84,63,33,2017,-0.5,5.34
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.84,44,14,2017,0.14,4.7
Química (Licenciatura) (99808),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.84,25,14,2017,0.2,4.64
Geografia (Licenciatura) (13407),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,4.84,43,21,2017,-0.04,4.88
Letras-Português (Licenciatura) (1160083),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.84,43,18,2017,0.01,4.83
Arquitetura e Urbanismo (1129147),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.84,49,20,2017,-0,4.84
Geografia (Licenciatura) (120777),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.84,61,16,2017,0.22,4.61
Engenharia Civil (13439),UFCG,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,4.83,88,34,2017,-0.51,5.34
Letras-Português (Licenciatura) (1160083),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.83,41,15,2017,0.37,4.46
Engenharia Elétrica (13438),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.83,160,28,2017,-0.23,5.06
Letras-Português (Licenciatura) (1160083),UFCG,PB,46,Curso em geral,A instituição ofereceu oportunidades para os estudantes atuarem como representantes em órgãos colegiados.,4.82,34,3,2017,0.78,4.04
Música (Licenciatura) (118630),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,4.82,17,23,2017,-0.04,4.86
Ciências Sociais (Licenciatura) (13436),UFCG,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,4.82,17,22,2017,0.04,4.78
Engenharia de Produção (79570),UFCG,PB,35,Aprendizagem além do técnico,O curso contribuiu para você ampliar sua capacidade de comunicação nas formas oral e escrita.,4.82,51,32,2017,-0.41,5.23
História (Licenciatura) (13405),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.82,73,29,2017,-0.24,5.06
Letras-Português (Licenciatura) (1158116),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.82,28,17,2017,0.12,4.71
Letras-Português (Licenciatura) (1160083),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,4.82,44,22,2017,-0.06,4.88
Química (Licenciatura) (1152881),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,4.82,33,23,2017,-0.02,4.84
Arquitetura e Urbanismo (1129147),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.82,49,19,2017,-0.01,4.83
Engenharia (1106561),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,4.81,27,27,2017,-0.19,5.01
História (Licenciatura) (13449),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.81,75,30,2017,-0.24,5.06
Engenharia (13445),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,4.81,32,31,2017,-0.42,5.23
Engenharia Química (13441),UFCG,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",4.81,64,28,2017,-0.38,5.19
Química (Licenciatura) (1152881),UFCG,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.81,32,4,2017,0.61,4.2
Engenharia de Alimentos (112294),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,4.81,42,24,2017,-0.05,4.86
Engenharia de Produção (1106578),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",4.81,26,27,2017,-0.21,5.02
Engenharia Civil (13439),UFCG,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,4.81,88,28,2017,-0.34,5.15
Engenharia (118562),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,4.81,31,29,2017,-0.38,5.18
Geografia (Licenciatura) (120777),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,4.81,62,11,2017,0.24,4.56
Engenharia Mecânica (13442),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,4.8,56,32,2017,-0.42,5.23
Engenharia Mecânica (13442),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.8,56,31,2017,-0.25,5.06
Química (Licenciatura) (99808),UFCG,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,4.8,25,24,2017,-0.04,4.84
Ciências Sociais (Licenciatura) (1106595),UFCG,PB,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,4.8,40,9,2017,0.54,4.26
Ciências Sociais (Licenciatura) (13436),UFCG,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,4.8,15,26,2017,-0.28,5.08
Engenharia de Alimentos (112294),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.8,45,17,2017,0.19,4.61
História (Licenciatura) (13449),UFCG,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,4.8,75,33,2017,-0.43,5.23
Engenharia Civil (13439),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",4.8,88,28,2017,-0.22,5.02
Engenharia Civil (13439),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",4.79,87,31,2017,-0.35,5.15
Pedagogia (Licenciatura) (13410),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.79,87,20,2017,-0.03,4.83
Pedagogia (Licenciatura) (13452),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.79,29,21,2017,-0.03,4.83
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,62,Infraestrutura,Os equipamentos e materiais disponíveis para as aulas práticas foram adequados para a quantidade de estudantes.,4.79,67,5,2017,0.66,4.13
Música (Licenciatura) (118630),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.79,19,16,2017,0.33,4.46
Música (Licenciatura) (118630),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.79,19,32,2017,-0.27,5.06
Música (Licenciatura) (118630),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",4.79,19,24,2017,-0.12,4.9
Engenharia de Produção (79570),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,4.79,52,30,2017,-0.39,5.18
Engenharia Elétrica (13438),UFCG,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",4.79,160,29,2017,-0.23,5.02
Geografia (Licenciatura) (13407),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.79,42,22,2017,-0.04,4.83
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,4.78,65,31,2017,-0.4,5.18
Engenharia Civil (13439),UFCG,PB,31,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua consciência ética para o exercício profissional.,4.78,88,32,2017,-0.4,5.18
Engenharia Civil (13439),UFCG,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,4.78,87,32,2017,-0.37,5.15
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.78,32,21,2017,-0.06,4.84
Engenharia (13445),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.78,32,18,2017,0.07,4.71
Química (Licenciatura) (1152881),UFCG,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,4.78,32,25,2017,-0.08,4.86
Química (Licenciatura) (1152881),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.78,32,15,2017,0.08,4.7
Engenharia de Alimentos (112294),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",4.78,41,25,2017,-0.12,4.9
Ciências Sociais (Licenciatura) (13436),UFCG,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,4.78,18,23,2017,-0.1,4.88
Ciências Sociais (Licenciatura) (13436),UFCG,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.78,18,33,2017,-0.28,5.06
Engenharia (1106561),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.78,27,19,2017,0.07,4.71
Engenharia (1106562),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.78,18,16,2017,0.08,4.7
Ciências Biológicas (Licenciatura) (99804),UFCG,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.77,53,5,2017,0.57,4.2
História (Licenciatura) (13449),UFCG,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,4.77,75,28,2017,-0.21,4.99
História (Licenciatura) (13449),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",4.77,75,26,2017,-0.15,4.92
Arquitetura e Urbanismo (1129147),UFCG,PB,46,Curso em geral,A instituição ofereceu oportunidades para os estudantes atuarem como representantes em órgãos colegiados.,4.77,44,4,2017,0.73,4.04
Ciências Biológicas (Licenciatura) (99802),UFCG,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.77,35,17,2017,0.07,4.7
Engenharia de Alimentos (118550),UFCG,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.76,17,6,2017,0.56,4.2
Engenharia de Alimentos (118550),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",4.76,17,26,2017,-0.14,4.9
Engenharia Florestal (13456),UFCG,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.76,21,17,2017,0.3,4.46
Ciência Da Computação (Bacharelado) (13446),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.76,67,18,2017,0.15,4.61
Engenharia Ambiental (112282),UFCG,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",4.76,46,27,2017,-0.14,4.9
Ciências Biológicas (Licenciatura) (1152882),UFCG,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.76,29,19,2017,0.15,4.61
Letras-Português (Licenciatura) (1158116),UFCG,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.76,29,7,2017,0.56,4.2
Engenharia de Alimentos (112294),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.76,45,23,2017,-0.07,4.83
Arquitetura e Urbanismo (1129147),UFCG,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.76,49,5,2017,0.69,4.07
Engenharia Elétrica (13438),UFCG,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",4.75,159,27,2017,-0.16,4.92
Geografia (Licenciatura) (120777),UFCG,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.75,61,15,2017,0.11,4.64
Engenharia Química (13441),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.75,65,20,2017,0.05,4.71
Engenharia (118562),UFCG,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",4.75,32,32,2017,-0.4,5.15
Engenharia (118562),UFCG,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.75,32,24,2017,-0.08,4.83
Engenharia Ambiental (112282),UFCG,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.75,48,22,2017,-0.09,4.84
Engenharia de Produção (79570),UFCG,PB,51,Outros,As atividades realizadas durante seu trabalho de conclusão de curso contribuíram para qualificar sua formação profissional,4.75,32,31,2017,-0.54,5.29
Engenharia Florestal (13456),UFCG,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.75,20,21,2017,0.04,4.71
Letras-Português (Licenciatura) (1160083),UFCG,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,4.75,44,12,2017,0.19,4.56
Matemática (Licenciatura) (13448),UFCG,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.75,16,8,2017,0.55,4.2
História (Licenciatura) (13449),UFCG,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,4.75,75,28,2017,-0.26,5.01
